dataid,active_record,building_type,program_579,program_baseline,program_energy_internet_demo,program_lg_appliance,program_verizon,program_ccet_group,program_civita_group,city,state,pv,date_enrolled,date_withdrawn,house_construction_year,total_square_footage,first_floor_square_footage,second_floor_square_footage,third_floor_square_footage,half_floor_square_footage,lower_level_square_footage,audit_2011,audit_2013_2014,survey_2011,survey_2012,survey_2013,survey_2014,number_of_nests,indoor_temp_min_time,indoor_temp_max_time,gas_ert_min_time,gas_ert_max_time,water_ert_min_time,water_ert_max_time,water_capstone_min_time,water_capstone_max_time,egauge_min_time,egauge_max_time,air1,air2,air3,airwindowunit1,aquarium1,bathroom1,bathroom2,bedroom1,bedroom2,bedroom3,bedroom4,bedroom5,car1,clotheswasher1,clotheswasher_dryg1,diningroom1,diningroom2,dishwasher1,disposal1,drye1,dryg1,freezer1,furnace1,furnace2,garage1,garage2,gen,grid,heater1,housefan1,icemaker1,jacuzzi1,kitchen1,kitchen2,kitchenapp1,kitchenapp2,lights_plugs1,lights_plugs2,lights_plugs3,lights_plugs4,lights_plugs5,lights_plugs6,livingroom1,livingroom2,microwave1,office1,outsidelights_plugs1,outsidelights_plugs2,oven1,oven2,pool1,poollight1,poolpump1,pump1,range1,refrigerator1,refrigerator2,security1,shed1,sprinkler1,use,utilityroom1,venthood1,waterheater1,waterheater2,winecooler1,num_residents,profile_type
2472,yes,Single-Family Home,"","",yes,"","","","",Austin,Texas,"",2013-09-06,"",,,,,,,, , , , , , ,,"","","","","","","","",2014-01-08 18:00:00-06,2015-05-31 02:59:00-05,yes,"","","","",yes,"",yes,"","","","","","","","","",yes,yes,yes,"","",yes,"",yes,"","",yes,"","",yes,"",yes,yes,yes,yes,"","","","","","",yes,"","","",yes,yes,"","","","","","",yes,"","","","","",yes,"","","","","",,0
2848,yes,Single-Family Home,"","",yes,"","","","",Austin,Texas,"",2013-09-06,"",,,,,,,, , , , , ,yes,,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",2,0
9215,yes,Single-Family Home,"","",yes,"","","","",Austin,Texas,"",2013-09-06,"",,,,,,,, , , , ,yes, ,,"","","","","","","","",2014-01-29 18:00:00-06,2015-05-30 02:59:00-05,yes,"","","","","","",yes,"","","","","",yes,"","","",yes,"",yes,"","",yes,"","","","",yes,"","","","","","","","","","","","","","","","",yes,"","","","","","","","","",yes,yes,"","","","",yes,"","","","","",,0
1199,"",Apartment,"","","","","","",Civita - Control,San Diego,California,"",2013-09-09,2014-07-18,,,,,,,, , , , , , ,,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",,0
6770,"",Apartment,"","","","","","",Civita - Control,San Diego,California,"",2013-09-11,2014-02-25,,,,,,,, , , , , , ,,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",,0
9197,"",Apartment,"","","","","","",Civita - Control,San Diego,California,"",2013-09-11,2014-06-23,,,,,,,, , , , , , ,,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",,0
6377,"",Apartment,"","","","","","",Civita - Control,San Diego,California,"",2013-09-11,2015-01-31,,,,,,,, , , , , , ,,"","","","","","","","",2013-10-24 19:00:00-05,2015-01-29 17:59:00-06,yes,"","","","","","","","","","","","",yes,"","","",yes,yes,"",yes,"",yes,"","","","",yes,"","","","","","",yes,yes,"","","","","","","","",yes,"","","","","","","","","","",yes,"","","","",yes,"","","","","",,0
6268,"",Apartment,"","","","","","",Civita - Control,San Diego,California,"",2013-09-16,2014-02-27,,,,,,,, , , , , , ,,"","","","","","","","",2013-10-25 19:00:00-05,2014-02-26 17:59:00-06,yes,"","","","","","","","","","","","",yes,"","","",yes,yes,"",yes,"",yes,"","","","",yes,"","","","","","",yes,yes,"","","","","","","","",yes,"","","","","","","","","","",yes,"","","","",yes,"","","","","",,0
5009,"",Apartment,"","","","","","",Civita - Text Message,San Diego,California,"",2013-09-30,2014-07-31,2012,1088,1088,,,,, ,yes, , , , ,,"","","","","","","","",2014-07-21 19:00:00-05,2014-07-25 18:59:00-05,yes,"","","","","","","","","","","","",yes,"","","",yes,yes,"",yes,"",yes,"","","","",yes,"","","","","","",yes,yes,"","","","","","","","",yes,"","","","","","","","","","",yes,"","","","",yes,"","","","","",,0
2412,"",Town Home,"","","","","","",Civita - Control,San Diego,California,"",2013-09-30,2015-01-31,,1760,,,,,, , , , ,yes, ,,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",,0
2606,yes,Town Home,"","","","","","",Civita - Control,San Diego,California,"",2013-09-30,"",2012,1390,,,,,, ,yes, , ,yes, ,,"","","","","","","","",2013-10-24 19:00:00-05,2015-05-31 03:59:00-05,yes,"","","","","","","","","","","","","",yes,"","",yes,yes,"","","",yes,"","","","",yes,"","","","","","",yes,yes,"","","","","","",yes,"",yes,"","","",yes,"","","","","","","","","","","",yes,"","","","","",,0
3864,yes,Town Home,"","","","","","",Civita - Control,San Diego,California,"",2013-09-30,"",,1464,,,,,, , , , , , ,,"","","","","","","","",2014-02-28 00:00:00-06,2015-05-31 02:43:00-05,yes,"","","","","","","","","","","","","",yes,"","",yes,yes,"","","",yes,"","","","",yes,"","","","","","",yes,"","","","","","","",yes,"",yes,"","","",yes,"","","","","","",yes,"","","","",yes,"","","","","",,0
1617,yes,Single-Family Home,"","",yes,"","","","",Austin,Texas,"",2013-10-01,"",,,,,,,, , , , , , ,,"","","","","","","","",2013-10-15 19:00:00-05,2015-05-31 02:59:00-05,yes,"","","","","","","","","","","","","","","","",yes,yes,"","","",yes,"","","","",yes,"","","","","","","","","","","","","","",yes,"",yes,"","","",yes,"","","","","","",yes,"","","","",yes,"","","","","",,0
1078,yes,Single-Family Home,"","",yes,"","","","",Austin,Texas,"",2013-10-02,"",,,,,,,, , , , , , ,,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",,0
8817,yes,Single-Family Home,"","",yes,"","","","",Austin,Texas,"",2013-10-02,"",,,,,,,, , , , , , ,,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",,0
8946,yes,Single-Family Home,"","",yes,"","","","",Austin,Texas,"",2013-10-02,"",,,,,,,, , , , , , ,,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",,0
365,yes,Single-Family Home,"","",yes,"","","","",Austin,Texas,"",2014-08-08,"",,,,,,,, , , , , , ,,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",,0
1450,yes,Town Home,"","","","","","",Civita - Control,San Diego,California,"",2013-10-09,"",,1575,,,,,, , , , , , ,,"","","","","","","","",2013-10-23 19:00:00-05,2015-05-31 02:56:00-05,yes,"","","","","","","","","","","","","",yes,"","",yes,yes,"","","",yes,"","","","",yes,"","","","","","",yes,yes,"","","","","","",yes,"",yes,"","","",yes,"","","","","","",yes,"","","","",yes,"","","","","",,0
5397,yes,Single-Family Home,yes,"","","","","","",Spicewood,Texas,"",2013-10-09,"",,2720,2720,,,,, , , , , , ,,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",,0
8168,yes,Town Home,"","","","","","",Civita - Control,San Diego,California,"",2013-10-09,"",,1452,,,,,, , , , , , ,,"","","","","","","","","","",yes,"","","","","","","","","","","","","",yes,yes,"",yes,yes,"","","",yes,"","","","",yes,"","","","","","",yes,"","","","","","","","","",yes,"","","",yes,"","","","","","",yes,"","","","",yes,"","","","","",,0
9038,yes,Single-Family Home,yes,"","","","","","",Lakeway,Texas,"",2013-10-09,"",,3282,1930,1352,,,, , , , , , ,,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",,0
1731,yes,Town Home,"","","","","","",Civita - Text Message,San Diego,California,"",2013-10-15,"",,1555,,,,,, , , , ,yes, ,,"","","","","","","","",2013-12-11 18:00:00-06,2015-05-31 02:59:00-05,yes,"","","","","","","","","","","","","",yes,"","",yes,yes,"","","",yes,"","","","",yes,"","","","","","",yes,"","","","","","","",yes,"",yes,"","","",yes,"","","","","","",yes,"","","","",yes,"","","","","",,0
4342,yes,Single-Family Home,"","",yes,"","","","",Austin,Texas,"",2013-10-15,"",,,,,,,, , , , ,yes,yes,,"","","","","","","","",2013-10-16 19:00:00-05,2015-05-31 02:59:00-05,yes,"","","","","","","","","","","","",yes,"","","",yes,"",yes,yes,"",yes,"","","","",yes,"","","","","","",yes,"","","","","","","","","",yes,"","","","","","","","","",yes,yes,"","","","",yes,"","","","","",3,0
8342,yes,Town Home,"","","","","","",Civita - Text Message,San Diego,California,"",2013-10-15,"",2012,1401,,,,,, ,yes, , ,yes, ,,"","","","","","","","",2013-10-22 19:00:00-05,2015-05-31 02:59:00-05,yes,"","","","","","","","","","","","","",yes,"","",yes,yes,"","","",yes,"","","","",yes,"","","","","","",yes,"","","","","","","","","",yes,"","","",yes,"","","","","","",yes,"","","","",yes,"","","","","",,0
9647,yes,Single-Family Home,"","",yes,"","","","",Austin,Texas,yes,2013-10-15,"",,,,,,,, , , , ,yes,yes,,"","","","","","","","",2013-10-28 19:00:00-05,2015-05-31 03:59:00-05,yes,yes,"","","","","","","","","","",yes,yes,"","","",yes,"","",yes,"",yes,yes,yes,"",yes,yes,"","",yes,"","","",yes,yes,"","","","","","","","",yes,"","","",yes,"","","",yes,"","",yes,yes,"","","",yes,"","","","","",4,0
2942,yes,Single-Family Home,yes,"","","","","","",Irving,Texas,"",2013-10-21,"",,,,,,,, , , , , , ,,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",,0
3221,yes,Single-Family Home,yes,"","","","","","",Houston,Texas,"",2013-10-21,"",,4798,2105,2693,,,, , , , , ,yes,,"","","","","","","","",2013-11-13 18:00:00-06,2015-05-31 03:59:00-05,yes,yes,"","","","","","","","","","","","","","","",yes,yes,yes,"","",yes,"","","","",yes,"","","","","","",yes,yes,"","","","","","","","","","","","","","","","","","","","","","","","",yes,"","","","","",3,0
9206,yes,Single-Family Home,yes,"","","","","","",Houston,Texas,"",2013-10-21,"",,2589,1778,811,,,, , , , , , ,,"","","","","","","","",2013-11-06 18:00:00-06,2014-09-20 18:59:00-05,yes,yes,"","","","","","","","","","","",yes,"","","",yes,"",yes,"","",yes,yes,"","","",yes,"","","","","","","","","","","","","","","","","","","","",yes,"","","","","","","","","","","",yes,"","","","","",,0
4633,yes,Single-Family Home,"","",yes,"","","","",Austin,Texas,"",2013-10-30,"",,,,,,,, , , , , ,yes,,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",1,0
4934,yes,Town Home,"","","","","","",Civita - Control,San Diego,California,"",2013-10-30,"",,1547,,,,,, , , , , ,yes,,"","","","","","","","",2014-02-27 18:00:00-06,2015-05-11 03:59:00-05,yes,"","","","","","","","","","","","","",yes,"","",yes,yes,"","","",yes,"","","","",yes,"","","","","","",yes,"","","","","","","","","",yes,"","","",yes,"","","","","","",yes,"","","","",yes,"","","","","",1,0
894,yes,Single-Family Home,"","",yes,"","","","",Austin,Texas,"",2013-11-05,"",,,,,,,, , , , , , ,,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",,0
6108,yes,Apartment,"","","","",yes,"","",Austin,Texas,"",2013-10-02,"",,751,,,,,, , , , , , ,1,"","","","","","","","",2014-01-08 18:00:00-06,2015-05-31 02:30:00-05,yes,"","","","","","","","","","","","",yes,"","","",yes,yes,yes,"","",yes,"","","","",yes,"","","","","","","","","","","","","","","","",yes,"","","","","","","","","",yes,yes,"","","","",yes,"","",yes,"","",,4
8424,yes,Single-Family Home,"","",yes,"","","","",Austin,Texas,yes,2013-02-15,"",,,,,,,, , , , ,yes, ,,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",,0
1284,"",Apartment,"","","","","","",Civita - Control,San Diego,California,"",2013-11-14,2014-02-16,,,,,,,, , , , , , ,,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",,0
5387,"",Town Home,"","","","","","",Civita - Control,San Diego,California,"",2013-11-14,2014-07-02,,1547,,,,,, , , , , , ,,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",,0
4761,yes,Town Home,"","","","","","",Civita - Text Message,San Diego,California,"",2013-11-14,"",,1580,,,,,, , , , , ,yes,,"","","","","","","","",2014-05-06 19:00:00-05,2014-08-25 18:59:00-05,yes,"","","","","","","","","","","","","",yes,"","",yes,"","","","",yes,"","","","",yes,"","","","","","",yes,"","","","","","","",yes,"",yes,"","","",yes,"","","","","","",yes,"","","","",yes,"","","","","",2,0
6231,"",Town Home,"","","","","","",Civita - Control,San Diego,California,"",2013-11-20,2013-12-06,,,,,,,, , , , , , ,,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",,0
6547,yes,Town Home,"","","","","","",Civita - Control,San Diego,California,"",2013-11-20,"",,1547,,,,,, , , , , , ,,"","","","","","","","",2014-03-01 00:00:00-06,2015-05-31 02:32:00-05,yes,"","","","","","","","","","","","","",yes,"","",yes,yes,"","","",yes,"","","","",yes,"","","","","","",yes,"","","","","","","","","",yes,"","","",yes,"","","","","","",yes,"","","","",yes,"","","","","",,0
3615,yes,Single-Family Home,"","",yes,"","","","",Bee Cave,Texas,"",2013-12-05,"",,5956,4301,1655,,,, , , , , , ,,"","","","","","","","",2013-12-05 18:00:00-06,2015-04-10 00:59:00-05,"","","","","",yes,yes,yes,yes,yes,"","","",yes,"","","","","","",yes,"",yes,yes,"","","",yes,"","",yes,"",yes,"",yes,yes,yes,yes,yes,"","","",yes,"",yes,"","","",yes,"",yes,"","",yes,"",yes,yes,"","","",yes,"",yes,yes,yes,"",,0
8986,"",Apartment,"","","","",yes,"","",Austin,Texas,"",2013-11-13,2014-06-02,,975,,,,,, , , , , , ,,2014-03-30 01:34:18-05,2014-05-01 14:59:02-05,"","","","","","",2013-12-10 18:00:00-06,2014-04-30 18:59:00-05,"","","","","",yes,"","","","","","","","","","","",yes,yes,"","","",yes,"","","","",yes,"","","","","","",yes,yes,"","","","","","","","",yes,"","","","","","","","","","",yes,"","","","",yes,"","","","","",,4
1646,yes,Single-Family Home,"","",yes,"","","","",Austin,Texas,"",2013-12-17,"",,,,,,,, , , , , , ,,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",,0
4953,yes,Single-Family Home,"","",yes,"","","","",Austin,Texas,"",2014-08-08,"",,,,,,,, , , , , ,yes,,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",2,0
692,yes,Single-Family Home,"","",yes,"","","","",Austin,Texas,"",2014-01-06,"",,,,,,,, , , , , , ,,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",,0
9599,yes,Single-Family Home,"","",yes,"","","","",Austin,Texas,"",2014-01-06,"",,,,,,,, , , , , ,yes,,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",2,0
6799,yes,Single-Family Home,"","",yes,"","","","",Austin,Texas,"",2014-01-10,"",,,,,,,, , , , , , ,,"","","","","","","","",2014-01-11 18:00:00-06,2015-05-31 03:59:00-05,yes,yes,yes,"","",yes,"","","","","","","","","","","","",yes,yes,"","",yes,"","","","",yes,"","","",yes,"","","","",yes,"","","","","",yes,"","","","","",yes,"","","",yes,"","",yes,"","","","",yes,"","","","","",,0
6953,yes,Single-Family Home,"","",yes,"","","","",Austin,Texas,"",2014-01-14,"",,,,,,,, , , , , ,yes,,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",1,0
4974,yes,Single-Family Home,"","","","","","","",Boulder,Colorado,"",2014-01-30,"",2001,2393,1245,1148,,,, , , , , , ,,"","","","","","","","",2014-06-25 00:00:00-05,2015-05-31 03:59:00-05,yes,"","","","","","","","","","","","","","","","",yes,"",yes,"","",yes,"","","","",yes,"","","","","","",yes,"","","","","","","","","","","","","",yes,"","","","","","",yes,"","","","",yes,"","","","","",,0
9836,yes,Town Home,"","","","","","",Civita - Text Message,San Diego,California,yes,2014-01-30,"",,,,,,,, , , , , ,yes,,"","","","","","","","",2014-07-08 00:00:00-05,2015-05-31 02:59:00-05,yes,"","","","","","","","","","","","","",yes,"","",yes,yes,"","","",yes,"","","",yes,yes,"","","","","","",yes,yes,"","","","","","","","",yes,"","","","","","","","","","",yes,"","","","",yes,"","","","","",2,0
7213,"",Single-Family Home,"","","","","","","",Boulder,Colorado,"",2014-02-04,2014-02-16,1988,1400,,,,,, , , , , , ,,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",,0
